,id,groupId,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,POz,ECG,F1,F2,C1,C2,P1,P2,AF3,AF4,FC3,FC4,CP3,CP4,PO3,PO4,F5,F6,C5,C6,P5,P6,AF7,AF8,FT7,FT8,TP7,TP8,PO7,PO8,FT9,FT10,FPz,CPz,average
0,ccs_after_ydd_20180730_close,1,0.31888608653851525,0.28460081380907365,0.2704938961156395,0.29597794432807156,0.3907931754544051,0.40794828682732,0.5330377420608692,0.544067380655761,0.5588491235591709,0.5363899658919319,0.2964760992734092,0.27937900431151397,0.48950438403885715,0.48874488865190824,0.5509442235250406,0.5713227417329428,0.38223113312946555,0.44432925618281055,0.5120772274461495,0.009171755569440974,0.2770247627569843,0.26768347224076733,0.4637160834229601,0.462814972205297,0.3694031805543537,0.3847274398118754,0.5096168240655116,0.5329382475863412,0.3975456089554749,0.4200992380346489,0.5398468100061737,0.5342604357550498,0.32866497986169446,0.2966698112270017,0.38725531087850545,0.39684476047495487,0.5176204822839253,0.5271158286025716,0.32398859472310326,0.30827905500702746,0.3373550949073608,0.3401251936843694,0.4739311172386622,0.4830851991937778,0.5581215730296616,0.5322389697444614,0.3033271644607134,0.310607778993517,0.43700511024255284,0.4637801003628463,0.5427613441984888,0.559106028006199,0.22766994455663542,0.210593276057281,0.3349409428153416,0.44644964039659835,0.5352626924114264,0.5546534406250745,0.5590993563227429,0.5683007721901683,0.34924565063103213,0.4886835119710369,0.5518343608563641,0.5531408257902102,0.42394781431629747
1,ccs_after_wcd_20180527_close,1,0.06160808649432019,0.06013241834542304,0.06894265444656578,0.06897847231240235,0.09579261585871196,0.09422337864710516,0.14234785758332585,0.14301048978477732,0.22211319870796528,0.23326526641635015,0.06400904314934722,0.06327768891196678,0.07796837102862172,0.02764828376161757,0.1549764688338084,0.1753642072495757,0.05567475681341379,0.07151923530286754,0.144808004086373,0.001464280714233612,0.004211697673656722,0.0557801614038504,0.10855948673441593,0.11936147869424892,0.07099073662097859,0.059148657638596384,0.11594265130574966,0.13683541510990324,0.06722933373285811,0.07083243218887236,0.09043056788794976,0.09214196061583824,0.07004149133547671,0.06368791885721603,0.0925156069133408,0.08643355786808041,0.1357028589272426,0.13285084695017685,0.06619683922453362,0.06856745441672546,0.06612114775654249,0.07040949608347588,0.11298633378864607,0.13848943572665753,0.1879545646840283,0.22325635496843063,0.06593597803722702,0.06514703041364432,0.0878469815934161,0.08008445330891378,0.15023148783438275,0.20627042706923013,0.06021575204407895,0.059520661185856444,0.07056696508107638,0.06405785987237132,0.11158574200768073,0.10598661593701748,0.20645071525432415,0.25186460159056523,0.06232521069048569,0.10670313561223861,0.19693920186006714,0.19508893964885765,0.10438476600933903
2,njh_yx_20180523_close,1,0.052866738214518455,0.09643363748558645,0.1283116881957449,0.13419556729663057,0.2217094693356763,0.4185853794729214,0.3388486924443943,0.46582660370623735,0.4695991321052465,0.48095685275237715,0.06412346854042551,0.15613875292859405,0.2712864711780698,0.4440041415467288,0.44868858043795645,0.5258594223100217,0.11856213343909924,0.3323136902132204,0.42650352209967796,0.0017969522609622742,0.011634990972103803,0.18977960987897513,0.3375375890221346,0.3415921673577314,0.19385671212717415,0.3291087602984638,0.33848675386794097,0.36258860681797866,0.13920147625969279,0.2940241681456231,0.37772879316539193,0.4173213257528031,0.12775808936953753,0.12930267760694716,0.33154848999748626,0.3126111084289731,0.3389891949402108,0.4663028061590071,0.09457099460444371,0.09678061809875652,0.20406747488857332,0.20703577117254776,0.31891484259764913,0.3573038579286123,0.427992721057654,0.46492258018326643,0.18274515237453,0.15020241199474044,0.21555967934638237,0.4194880588081139,0.3436498612917007,0.4668034776836929,0.03865394308149423,0.0787950955426097,0.18421061078974807,0.3127283317210168,0.37178153553131454,0.5107247058200364,0.4727536229880587,0.518101002415862,0.05897841007445594,0.33492931533994913,0.42767399528219074,0.4523446230599568,0.2866827642157753
3,ccs_lch_close_20180507,1,0.06741393902575814,0.07672008024227081,0.1318393949846175,0.11030239349796261,0.22139378256210482,0.21415948211510508,0.3289943467054126,0.390429695794653,0.35128161286517706,0.27170455590485143,0.13801838725711607,0.12119349410901133,0.2580612091310418,0.20382844070981637,0.3608667054466373,0.3560672299083771,0.11807787298118373,0.15888131229668598,0.26915235459829817,0.007270345780354956,0.0439886453577997,0.1934291638937983,0.20998176840222282,0.21437555862422605,0.20144498689845095,0.19201141458151347,0.30077807476939705,0.2555988558008129,0.19863450150077397,0.138242148158004,0.2639728782818714,0.2911923026494606,0.10140593146719783,0.07655963533557612,0.14567920065125237,0.11438845478176463,0.3064846888764984,0.3355736554609007,0.10149084133670655,0.10675121837682654,0.1960233303466171,0.17312625598878892,0.2796575842647021,0.25712085862527556,0.34646810878188483,0.3920975438255904,0.14691597430703646,0.1380982586969652,0.2434115510180997,0.2378181874027254,0.37261750019539547,0.4144793707934846,0.09552486464495022,0.08053010025172957,0.1938309550651672,0.18877198271034012,0.2867917556623517,0.2903153513146567,0.3628848255997624,0.4207482317205666,0.07857799374113676,0.18413589392306373,0.3360379105583628,0.3427245899452918,0.21884921157039744
4,ccs_before_lxz_20180829_close,1,0.1907153338200981,0.14723357714331325,0.18749450484181077,0.18366628662627463,0.26316660517299073,0.2796478507487341,0.34201161968229193,0.34580265747550376,0.3569356789956649,0.3470899727493545,0.1437974028739354,0.11563338013688802,0.21959684638328322,0.19163701375033648,0.33701308815416786,0.31039224863141235,0.35134424871113445,0.3683393589279003,0.3606360078510759,0.01077982684282019,0.16999098448333783,0.18381419835343368,0.42099118176186223,0.40389635270055557,0.15519690245547127,0.15482129741957848,0.3053817964259603,0.2901455829123682,0.171346221700539,0.18299779431839702,0.26271351279809924,0.26640324735158,0.2999494734892118,0.20395657771752526,0.39042714742546825,0.39618090784103827,0.3489783775041884,0.35659611804777125,0.2716035283737648,0.2172551075387607,0.18364822001319145,0.16145704862478305,0.353386132512178,0.33620293229883447,0.3545844552523647,0.35702824216035234,0.12138549292435047,0.13588833082318008,0.25246359245532063,0.2178026851144132,0.3403225055588373,0.3249781861427828,0.1349498969979987,0.10170906932552885,0.1627912684643433,0.16281267061613566,0.2919852332298425,0.23590663235655024,0.3535863939737984,0.3233949603627041,0.209882199483103,0.4361390122976765,0.35384329572773005,0.3391069520836028,0.2617318004521485
5,ccs_after_xtt_20180816_close,1,0.08564247473970202,0.0473750028990062,0.11596750125111603,0.1379200359670449,0.26272991310297605,0.284575147534646,0.35700103109163095,0.4371195051629341,0.34686424024660867,0.3439147450195481,0.07980722169441053,0.11646809338529485,0.2027137131460678,0.24360574867355844,0.3515975787403229,0.3531581311014274,0.19810013820867345,0.3060067877804579,0.3630890020040836,0.006362650613746198,0.1694058902667847,0.19405622949323317,0.2709033787044343,0.3752541686414873,0.16673342643157663,0.19107269731666285,0.2874184433078089,0.1440821737311962,0.07651751234433161,0.12576900315933562,0.30468530012090544,0.273545677991648,0.18694307791890005,0.14306867684835708,0.27633990404987635,0.32343572022530276,0.329088035002159,0.4287587306152686,0.13478939145773042,0.13114439197519437,0.07531898810502415,0.17935138297023315,0.18316922032912955,0.3077219025609324,0.42289315037441483,0.3521726724323265,0.1379864805446699,0.14638673014075113,0.22346995043479792,0.2739614642879439,0.37650888987480674,0.42308956748439264,0.07600019130418487,0.06928440513875789,0.15876680574174878,0.15758327854109141,0.2278245650135574,0.26785893957570794,0.4049345957986992,0.34094026265496086,0.07554366194454823,0.3390735653749992,0.1309159336427872,0.36627369401709503,0.23265719984770328
6,njh_after_zxc_20180425_close,1,0.03528279794098096,0.022866763977350574,0.05263412535291884,0.03001038152793987,0.09079900046289721,0.08704985407363314,0.19018657860283483,0.1843536041384532,0.20455025408631186,0.19346461782341925,0.044333813125182975,0.04134034011307106,0.04754578890218787,0.08489675335327007,0.19478955321238026,0.1837560127985391,0.05471221345723988,0.0730091260756026,0.15117097867491752,0.00136080488386405,0.06352989048197052,0.062252874106192096,0.1005769059443792,0.10358432790807498,0.06361295010634427,0.06946092138218664,0.12926349457456796,0.14551764143154178,0.059266607770450425,0.0019556590152479893,0.13165914264170153,0.019193602867958376,0.04651209011906125,0.05031484905357676,0.08098088254177392,0.07425118828684636,0.15254693967967217,0.14501726216366642,0.040934234518267186,0.04682015206717075,0.07051618002735764,0.06870322480871519,0.12137701891960546,0.13024711930803684,0.22695636137745837,0.21437666373560024,0.051007034054894186,0.040903472643020744,0.0882463356119468,0.098742490645972,0.19548374501564467,0.19507756033497964,0.03880347715440777,0.03474787830014631,0.0361528678250992,0.06807470867993187,0.12039840720676513,0.14081797572168966,0.20934623231570187,0.19790704118170369,0.033765815765576815,0.09259192134992476,0.21086854981249306,0.19789187345388026,0.10059951460147185
7,ccs_before_zyy_20180614_close,1,0.013207428265779371,0.005842811205729792,0.10745769137325452,0.1311163084808662,0.21750527488056717,0.254706224991952,0.3324570130363856,0.38285568914314055,0.4031291122242526,0.3865138684110092,0.04621309352336979,0.08181437566413227,0.2584624696553957,0.3314778821067172,0.38634607492844936,0.4385755527195241,0.10125170799710861,0.17619109785526257,0.32890588227066203,0.005643963957772791,0.12843603809984025,0.14640611763424913,0.2590739254553428,0.29535233549552886,0.1700163632484967,0.236658441050134,0.3100789800064022,0.3630073946051496,0.21551881565467815,0.26347164874189866,0.18736415497689546,0.3815307564116515,0.10193901040448688,0.11285525141055593,0.2082979280669653,0.2190186326174949,0.33275347297688085,0.33886164353186693,0.09389959957265409,0.08541628051519626,0.1541190545312266,0.21531941363231236,0.2691695996100041,0.3114307318636327,0.3800506905655249,0.3957735971464179,0.11261044045306326,0.1571847369404387,0.2361209661940293,0.30565949991775737,0.35783526754901435,0.4127931493652686,0.012928740878058136,0.01412149174769864,0.17703124149076266,0.2541558640361191,0.3268984555249884,0.4095828805575625,0.42532122759315705,0.430699450773374,0.05349116492847503,0.2591275732565883,0.3912639584672765,0.3896672845830501,0.23893729366833594
8,ccs_before_dhy_20180820_close,1,0.02534649760272835,0.021948936950375805,0.047331795759235934,0.008452440195047336,0.0644516378132526,0.11475641776407902,0.3045684523562531,0.3799027039830951,0.41666032286952576,0.38953097599662473,0.05380423973109706,0.03844382674307656,0.21772622539189354,0.15850989352910858,0.3944106281903653,0.35394095662941594,0.06338492040074503,0.12431564425650163,0.34715851907820433,0.019063142354229044,0.051019534616474245,0.020043886788811888,0.2414409679814358,0.2654201348320828,0.1028409513278885,0.05934030386656216,0.24414645303143762,0.21056626287148145,0.143851441335885,0.08354787792995894,0.1792143194560609,0.18038022845137916,0.04503587447814036,0.031686961002662294,0.13973703731809245,0.10956610290507628,0.31565785472174396,0.3652988260830493,0.03589097332184503,0.028515570575927213,0.08076359159191684,0.07395830531462066,0.1789473730885295,0.21955681548582787,0.3826739950267092,0.39783652284456855,0.04694609507918093,0.04064147456971283,0.10404977230135888,0.11042607950878036,0.37200143150601506,0.3797324937878471,0.04190643204591737,0.03932208360735823,0.1569579207062799,0.09428920820438921,0.2962682913368744,0.1647670754333873,0.3937060949320347,0.41256906551234923,0.019027638876461094,0.267950087051739,0.3910476042184713,0.41030278034025075,0.17925871832595985
9,njh_xln_20180525_close,1,0.05976401999385832,0.06438996827179037,0.09539524650725134,0.07633634120148336,0.08271846234595413,0.10038778402172867,0.19042260463653843,0.2822619466240856,0.31638672583320854,0.306153421524287,0.07147133012352287,0.09854679984825133,0.10435142591746932,0.05904872358145635,0.2052678284110617,0.29418794000060733,0.08391025434181269,0.0636591343959064,0.2588064201311569,0.03008450372143929,0.023623866671548303,0.061510867535980444,0.1562562187040878,0.1529407399502943,0.10065819375769906,0.09109671606328408,0.17501202218885697,0.24291309431943284,0.12428332939954574,0.1321202941770409,0.2428452377389816,0.2117051345919989,0.09522300443553006,0.07660585959695825,0.061253738492021696,0.10065057711986446,0.21743186168637454,0.27924020128647997,0.08422323768703821,0.08902387050106735,0.07840508683741859,0.07008022073689546,0.13483621780027105,0.19533179251376667,0.21765053252619404,0.2809715391595218,0.09471879381509546,0.09504982464263173,0.08676206588576307,0.10510866456455416,0.19477441564956333,0.2829392994540439,0.07121974623678905,0.0788504906127362,0.10105566064819024,0.09217191876704006,0.2028282539758953,0.2398290259413717,0.31192425613169183,0.34607823203875265,0.06995510682920547,0.16623353597561702,0.2660562403394303,0.31688860351346393,0.1509670073739509
